client_id,company_name,industry,company_size,annual_revenue,headquarters_country,contact_email,phone,website,acquisition_channel,risk_score,monthly_retainer,client_since
CLIENT_000036,Company 37,E-commerce,Enterprise,29639519699.769016,Australia,contact36@company36.com,+1-478-597-5010,https://company36.com,Conference,0.4753313038431255,109036.14196030317,2021-08-29
CLIENT_000037,Company 38,Financial Services,Startup,-282422567.7891699,Germany,contact37@company37.com,+1-342-588-4670,https://company37.com,Conference,0.5491588832967828,8529.653674919811,2022-03-20
CLIENT_000038,Company 39,Technology,SMB,1712099086.206411,France,contact38@company38.com,+1-223-680-5180,https://company38.com,Cold Outreach,1.0279657508962317,-253.63799988361916,2024-01-03
CLIENT_000039,Company 40,Financial Services,SMB,-293355985.02798027,Australia,contact39@company39.com,+1-373-444-3952,https://company39.com,Partner,0.3093264665607023,760.1810824958166,2024-03-10
CLIENT_000040,Company 41,Manufacturing,Startup,-2441643548.351074,France,contact40@company40.com,+1-992-338-9144,https://company40.com,Cold Outreach,0.6919824146548621,8652.648833479514,2024-09-26
CLIENT_000041,Company 42,Healthcare,Startup,-2279785719.6641965,Australia,contact41@company41.com,+1-275-649-8993,https://company41.com,Referral,0.12348076237567315,9971.951622836656,2024-10-20
CLIENT_000042,Company 43,E-commerce,Startup,-257790038.70645252,USA,contact42@company42.com,+1-453-762-8766,https://company42.com,Cold Outreach,0.7780766629653029,7208.319815320677,2024-03-16
CLIENT_000043,Company 44,Manufacturing,Startup,-2289839975.279263,Germany,contact43@company43.com,+1-489-233-1812,https://company43.com,Cold Outreach,0.31270535588266385,-1207.9559099609578,2022-11-05
CLIENT_000044,Company 45,Financial Services,SMB,785200319.8985497,USA,contact44@company44.com,+1-878-675-3762,https://company44.com,LinkedIn,0.6417926455429479,4912.589416049956,2024-10-14
CLIENT_000045,Company 46,Healthcare,Enterprise,8595990488.329882,UK,contact45@company45.com,+1-511-608-7008,https://company45.com,Referral,0.8872989909441272,105776.60556727923,2023-08-30
CLIENT_000046,Company 47,E-commerce,Mid-market,-1613249080.225092,France,contact46@company46.com,+1-992-761-4151,https://company46.com,Referral,0.5561258560683343,37628.852495863226,2025-04-07
CLIENT_000047,Company 48,Education,Startup,265041167.32439288,Canada,contact47@company47.com,+1-304-182-2520,https://company47.com,Partner,0.6498507448681922,9852.93228791355,2025-03-22
CLIENT_000048,Company 49,Healthcare,SMB,1304612641.6794333,Australia,contact48@company48.com,+1-675-917-2999,https://company48.com,Conference,0.5971927114780822,1272.5811212320768,2022-10-22
CLIENT_000049,Company 50,Healthcare,Enterprise,33232737614.964603,UK,contact49@company49.com,+1-232-261-2361,https://company49.com,Referral,0.5148046067251917,96776.74311941664,2025-04-07
CLIENT_000050,Company 51,Healthcare,SMB,322032385.9137494,USA,contact50@company50.com,+1-465-426-6608,https://company50.com,Partner,0.15288704704440276,11904.14568464276,2023-03-13
CLIENT_000051,Company 52,Healthcare,Startup,-788564309.0336171,Germany,contact51@company51.com,+1-959-666-7759,https://company51.com,Website,0.7295049150795756,9409.434172411293,2024-01-08
CLIENT_000052,Company 53,Healthcare,SMB,1856512467.0733,USA,contact52@company52.com,+1-409-773-8728,https://company52.com,Referral,0.6792828200791977,11193.158432972654,2021-10-01
CLIENT_000053,Company 54,Manufacturing,Enterprise,44206831566.4239,UK,contact53@company53.com,+1-767-249-1643,https://company53.com,Partner,0.7869702813200365,105566.34483758522,2021-10-18
CLIENT_000054,Company 55,Technology,Startup,-985034539.1331463,France,contact54@company54.com,+1-310-900-2076,https://company54.com,LinkedIn,0.22050420277708407,-1698.121988634669,2022-04-28
CLIENT_000055,Company 56,E-commerce,SMB,313850488.41816807,Canada,contact55@company55.com,+1-939-655-1158,https://company55.com,Cold Outreach,0.9611841327983482,7459.907825134765,2021-06-24
CLIENT_000056,Company 57,Technology,Mid-market,285188662.40889513,Australia,contact56@company56.com,+1-498-192-5057,https://company56.com,Partner,0.3918754769157935,50296.51538305737,2025-03-26
CLIENT_000057,Company 58,Financial Services,Mid-market,-2027823163.336681,Canada,contact57@company57.com,+1-769-476-4544,https://company57.com,Cold Outreach,0.879816005041701,101460.86564149536,2022-08-25
CLIENT_000058,Company 59,Manufacturing,Enterprise,44384285800.23992,Australia,contact58@company58.com,+1-670-913-5148,https://company58.com,Conference,0.7914557648964773,101129.83454985383,2022-05-18
CLIENT_000059,Company 60,Financial Services,Enterprise,41784182075.35185,Germany,contact59@company59.com,+1-366-852-4880,https://company59.com,Cold Outreach,0.9624448667267226,100927.156588974,2022-07-03
CLIENT_000060,Company 61,E-commerce,SMB,724323188.9770042,Australia,contact60@company60.com,+1-270-306-1626,https://company60.com,Referral,0.8426808986289098,15335.07007104369,2021-12-01
CLIENT_000061,Company 62,E-commerce,Startup,-214523358.53183785,Australia,contact61@company61.com,+1-498-397-2486,https://company61.com,Partner,0.5478729114485634,-570.9145304834137,2023-08-12
CLIENT_000062,Company 63,Healthcare,Startup,304048197.7413562,UK,contact62@company62.com,+1-228-575-9368,https://company62.com,Cold Outreach,0.8194908193513879,1934.8677345245296,2022-08-06
CLIENT_000063,Company 64,Education,Enterprise,50127584020.93577,USA,contact63@company63.com,+1-727-877-3912,https://company63.com,Cold Outreach,0.9057246296842285,98459.15915031133,2025-02-23
CLIENT_000064,Company 65,Technology,SMB,-770894859.3462586,Australia,contact64@company64.com,+1-215-280-2455,https://company64.com,Conference,0.1918815569398025,15728.982154342106,2024-09-19
CLIENT_000065,Company 66,Technology,Startup,-377736681.1911304,Canada,contact65@company65.com,+1-767-833-1224,https://company65.com,Conference,0.3158918148430016,5665.932083978096,2022-06-23
CLIENT_000066,Company 67,Education,SMB,48294974.17811881,France,contact66@company66.com,+1-458-855-5452,https://company66.com,Conference,0.7144598436142917,9262.740166575393,2022-05-22
CLIENT_000067,Company 68,Financial Services,Enterprise,35751426654.044556,Germany,contact67@company67.com,+1-605-503-9932,https://company67.com,Conference,0.22108385634763925,100404.5005855287,2024-01-24
CLIENT_000068,Company 69,Technology,Mid-market,-1028262309.4297476,Australia,contact68@company68.com,+1-212-693-7253,https://company68.com,Referral,0.42958516353577986,93617.89017646271,2023-06-14
CLIENT_000069,Company 70,Manufacturing,Enterprise,20327530584.408745,Canada,contact69@company69.com,+1-401-619-7074,https://company69.com,Website,0.97723789740414,108860.203959312,2021-10-10
CLIENT_000070,Company 71,Financial Services,SMB,1589062428.8000593,Canada,contact70@company70.com,+1-738-921-8250,https://company70.com,Conference,0.9323940908357692,8343.600352602323,2021-12-22
CLIENT_000071,Company 72,Education,Startup,-203320765.44052112,France,contact71@company71.com,+1-210-770-4700,https://company71.com,Cold Outreach,0.7322140927521281,6485.381898183909,2022-10-23
CLIENT_000072,Company 73,Manufacturing,Mid-market,209277558.5465395,USA,contact72@company72.com,+1-591-303-3966,https://company72.com,Cold Outreach,0.25991059579477466,16891.63517273275,2024-08-15
CLIENT_000073,Company 74,Financial Services,Startup,95805684.50085452,UK,contact73@company73.com,+1-873-398-8481,https://company73.com,Partner,0.466773676520715,10.177816412470747,2023-06-23
CLIENT_000074,Company 75,Education,Startup,-1086229442.9008095,Canada,contact74@company74.com,+1-756-633-1723,https://company74.com,Referral,0.8348026944702537,11092.15931005287,2023-12-04
CLIENT_000075,Company 76,Healthcare,SMB,-563378530.7107676,Canada,contact75@company75.com,+1-430-745-3548,https://company75.com,Website,0.7587485519570829,7758.162725009004,2023-05-07
CLIENT_000076,Company 77,Education,Enterprise,45311647179.76187,Germany,contact76@company76.com,+1-356-677-6347,https://company76.com,Cold Outreach,0.7943213626280888,101119.49027018064,2024-03-04
CLIENT_000077,Company 78,Financial Services,Startup,-91327433.08611514,Australia,contact77@company77.com,+1-750-915-3282,https://company77.com,Cold Outreach,0.16369953418663918,6118.868105931817,2024-12-08
CLIENT_000078,Company 79,Healthcare,Enterprise,42739760808.46706,Canada,contact78@company78.com,+1-243-726-8586,https://company78.com,Website,0.497529301353443,103110.70798582296,2022-07-25
CLIENT_000079,Company 80,Technology,SMB,1226705146.0314925,USA,contact79@company79.com,+1-839-570-1721,https://company79.com,Partner,0.2022693058311188,4855.142307234881,2024-04-12
CLIENT_000080,Company 81,Manufacturing,Enterprise,38834000908.92775,USA,contact80@company80.com,+1-952-473-6574,https://company80.com,Cold Outreach,0.630358869373372,91191.58716898225,2022-05-30
CLIENT_000081,Company 82,Education,Mid-market,-87066516.61892855,Australia,contact81@company81.com,+1-967-217-2814,https://company81.com,Cold Outreach,0.2079701387596924,27695.375430828724,2022-02-25
CLIENT_000082,Company 83,Manufacturing,Enterprise,27841981345.998592,France,contact82@company82.com,+1-416-588-6292,https://company82.com,Conference,0.8306323836659356,98599.21320130985,2024-02-15
CLIENT_000083,Company 84,Healthcare,Mid-market,873810915.7068869,Canada,contact83@company83.com,+1-506-374-1394,https://company83.com,Conference,0.2867117807621386,6233.279078450153,2023-12-14
CLIENT_000084,Company 85,Manufacturing,Enterprise,5787635071.408391,UK,contact84@company84.com,+1-266-483-2324,https://company84.com,Cold Outreach,0.6329018824301381,100743.29205937719,2024-01-21
CLIENT_000085,Company 86,Healthcare,Startup,2097720096.9683979,Australia,contact85@company85.com,+1-316-958-3560,https://company85.com,LinkedIn,0.504789653533951,4540.810130158552,2024-05-08
CLIENT_000086,Company 87,Healthcare,SMB,-1193613419.7331147,USA,contact86@company86.com,+1-368-101-8334,https://company86.com,Cold Outreach,0.11255613537916773,10683.383558454687,2024-07-24
CLIENT_000087,Company 88,Manufacturing,Enterprise,37620810464.84113,Canada,contact87@company87.com,+1-298-103-4319,https://company87.com,Referral,0.592448716193081,100952.80853978447,2021-06-11
CLIENT_000088,Company 89,Financial Services,Startup,581583702.0883924,UK,contact88@company88.com,+1-222-378-2400,https://company88.com,Cold Outreach,0.6353754982563596,6342.70238507105,2025-02-23
CLIENT_000089,Company 90,Manufacturing,Startup,1107834200.709709,Germany,contact89@company89.com,+1-293-764-2295,https://company89.com,Partner,0.7487375995480651,4711.040480914131,2025-04-11
CLIENT_000090,Company 91,Education,Startup,-1211731281.0216923,Canada,contact90@company90.com,+1-861-136-8577,https://company90.com,Partner,0.5022195933874836,7754.961591040876,2022-06-14
CLIENT_000091,Company 92,Healthcare,Mid-market,-1589623098.9217575,Australia,contact91@company91.com,+1-491-987-3364,https://company91.com,Partner,0.5998698306315142,97111.34916315056,2023-06-03
CLIENT_000092,Company 93,Healthcare,Mid-market,1832119835.4121177,France,contact92@company92.com,+1-520-903-1403,https://company92.com,Cold Outreach,0.2516563172003393,101631.10965109454,2023-10-20
CLIENT_000093,Company 94,Financial Services,SMB,-2327186550.9015784,Canada,contact93@company93.com,+1-345-638-7115,https://company93.com,LinkedIn,0.8305068198910543,13750.571417534782,2022-06-12
CLIENT_000094,Company 95,Technology,Mid-market,-147721766.74354833,UK,contact94@company94.com,+1-415-835-3598,https://company94.com,Referral,0.7680673774862351,75864.51572380711,2025-04-13
CLIENT_000095,Company 96,Technology,Enterprise,18724217249.38611,Canada,contact95@company95.com,+1-818-146-9848,https://company95.com,Referral,0.8232081662901118,109808.65276134573,2022-06-03
CLIENT_000096,Company 97,Financial Services,Enterprise,26298738388.32118,France,contact96@company96.com,+1-862-886-3340,https://company96.com,Referral,0.21058763551083434,109157.76139327513,2021-09-20
CLIENT_000097,Company 98,Education,Mid-market,611690879.6125593,UK,contact97@company97.com,+1-245-889-1145,https://company97.com,Partner,0.47496477856357017,93851.19631165115,2024-01-24
CLIENT_000098,Company 99,Manufacturing,Mid-market,-166574414.557387,Australia,contact98@company98.com,+1-637-633-7737,https://company98.com,Conference,0.33693416372618884,98817.15084441396,2023-04-14
CLIENT_000099,Company 100,E-commerce,SMB,111255677.07147837,USA,contact99@company99.com,+1-706-133-9691,https://company99.com,Partner,0.5079182049061359,8607.016999341964,2023-11-11
CLIENT_000100,Company 101,Manufacturing,Enterprise,24105280238.60065,USA,contact100@company100.com,+1-917-301-9219,https://company100.com,Website,0.7813905740884456,100735.4330579061,2024-01-22
CLIENT_000101,Company 102,Healthcare,SMB,-697656344.1017175,UK,contact101@company101.com,+1-481-454-3549,https://company101.com,Website,0.13382922824207477,10502.88856952843,2024-07-05
CLIENT_000102,Company 103,Financial Services,Mid-market,386199183.2745954,Germany,contact102@company102.com,+1-757-103-3355,https://company102.com,LinkedIn,0.2860399523324363,32254.4335917517,2023-02-25
CLIENT_000103,Company 104,Technology,Startup,-596947479.0387535,France,contact103@company103.com,+1-987-637-6166,https://company103.com,Conference,0.7996503495262421,-2186.6601761992324,2023-11-18
CLIENT_000104,Company 105,E-commerce,SMB,1795883327.9080184,Australia,contact104@company104.com,+1-661-357-8778,https://company104.com,LinkedIn,0.721205158729772,19050.56926980918,2023-11-19
CLIENT_000105,Company 106,Education,Startup,-221650596.84222254,France,contact105@company105.com,+1-916-623-2952,https://company105.com,Conference,0.1343427520749425,3345.5436346465267,2021-06-20
CLIENT_000106,Company 107,Education,Mid-market,-1107281415.2103908,France,contact106@company106.com,+1-551-845-5355,https://company106.com,Cold Outreach,0.9383016606167114,94646.63649510576,2022-02-11
CLIENT_000107,Company 108,Technology,Mid-market,401633177.53057104,France,contact107@company107.com,+1-300-964-9696,https://company107.com,Cold Outreach,0.2499061029065328,98656.65332653913,2023-10-27
CLIENT_000108,Company 109,Technology,Enterprise,12294427832.496721,Canada,contact108@company108.com,+1-238-984-7660,https://company108.com,Partner,0.6515377236849191,102347.42122734032,2023-12-24
CLIENT_000109,Company 110,Education,Startup,-784334312.9282404,Germany,contact109@company109.com,+1-284-259-5251,https://company109.com,Conference,0.47737946623360716,-1055.2800301519846,2021-10-18
CLIENT_000110,Company 111,E-commerce,Enterprise,15643426123.722588,Australia,contact110@company110.com,+1-772-789-6745,https://company110.com,Cold Outreach,0.9185447575005236,100972.13234216592,2022-06-25
CLIENT_000111,Company 112,Education,Mid-market,1714327919.453654,USA,contact111@company111.com,+1-943-178-2857,https://company111.com,Partner,0.8326223878146954,79380.43795886195,2022-04-18
CLIENT_000112,Company 113,Manufacturing,SMB,-1240724719.7992086,France,contact112@company112.com,+1-922-916-9275,https://company112.com,Website,0.319745603180924,4558.955387107073,2023-07-10
CLIENT_000113,Company 114,Healthcare,SMB,-341102864.5262132,Germany,contact113@company113.com,+1-467-666-3390,https://company113.com,Partner,0.22253573046078695,3488.0628321988243,2022-03-09
CLIENT_000114,Company 115,E-commerce,Startup,1525664013.1765032,Germany,contact114@company114.com,+1-610-168-1794,https://company114.com,Referral,0.2044795971057752,2816.4660166228514,2023-10-12
CLIENT_000115,Company 116,Financial Services,Startup,-391160586.54523796,UK,contact115@company115.com,+1-905-148-5200,https://company115.com,Cold Outreach,0.21896606330109664,3529.0962365469204,2025-04-06
CLIENT_000116,Company 117,Manufacturing,Startup,-1013601752.8962634,France,contact116@company116.com,+1-397-236-7294,https://company116.com,Cold Outreach,0.6336854598745647,7627.923635208532,2021-10-12
CLIENT_000117,Company 118,Healthcare,Startup,568446437.5794379,Australia,contact117@company117.com,+1-321-930-4004,https://company117.com,Website,0.1703845544238332,6369.011953431289,2025-04-11
CLIENT_000118,Company 119,Manufacturing,SMB,437149637.3637165,Canada,contact118@company118.com,+1-210-862-2549,https://company118.com,LinkedIn,0.5461522776257742,7494.6500216319155,2022-03-16
CLIENT_000119,Company 120,Healthcare,Mid-market,132033967.90436459,France,contact119@company119.com,+1-795-775-8726,https://company119.com,Conference,0.7658345790462414,14256.728443813758,2023-07-24
CLIENT_000120,Company 121,Education,Mid-market,-876736482.9599037,UK,contact120@company120.com,+1-243-555-7157,https://company120.com,Referral,0.4778113622704758,17305.157111227818,2022-06-21
CLIENT_000121,Company 122,Technology,Startup,2749059040.0243692,Australia,contact121@company121.com,+1-816-345-3024,https://company121.com,Cold Outreach,0.11607191994224095,4548.003452246741,2022-06-14
CLIENT_000122,Company 123,E-commerce,SMB,-580823748.6373014,Australia,contact122@company122.com,+1-286-264-2918,https://company122.com,LinkedIn,0.19647475978900578,-966.9964096246604,2023-09-07
CLIENT_000123,Company 124,Financial Services,SMB,588883244.7103885,UK,contact123@company123.com,+1-631-503-2688,https://company123.com,Cold Outreach,0.5608690488888042,14220.552148812436,2022-11-26
CLIENT_000124,Company 125,E-commerce,SMB,-813360595.7062892,Canada,contact124@company124.com,+1-833-937-6849,https://company124.com,LinkedIn,0.6518898389604001,1399.072551784975,2023-03-03
CLIENT_000125,Company 126,Healthcare,Startup,-1026143041.6439297,Australia,contact125@company125.com,+1-468-804-6144,https://company125.com,Referral,0.8947279202964933,5706.95444733654,2021-11-15
CLIENT_000126,Company 127,Manufacturing,Mid-market,386805134.59019786,UK,contact126@company126.com,+1-338-218-1338,https://company126.com,Partner,0.9363774425020526,101755.33663991134,2022-04-20
CLIENT_000127,Company 128,Healthcare,Mid-market,622000598.4620726,France,contact127@company127.com,+1-989-841-8944,https://company127.com,Partner,0.23330345774146463,72339.59857002019,2025-02-14
CLIENT_000128,Company 129,Financial Services,Startup,-2534897713.3397384,Germany,contact128@company128.com,+1-822-238-7994,https://company128.com,Conference,0.8298778319309567,727.9304978479777,2023-05-15
CLIENT_000129,Company 130,Technology,Startup,1530136430.8474915,France,contact129@company129.com,+1-810-211-7446,https://company129.com,Conference,0.9363758361827442,-742.3225979338567,2023-04-28
CLIENT_000130,Company 131,Healthcare,Enterprise,6175985987.427237,France,contact130@company130.com,+1-452-161-4634,https://company130.com,Partner,0.3812483251854049,94431.45885707848,2025-03-12
CLIENT_000131,Company 132,Healthcare,Mid-market,-559824591.202978,USA,contact131@company131.com,+1-246-847-2300,https://company131.com,Referral,0.8961664077166939,37310.62198970321,2022-02-13
CLIENT_000132,Company 133,Manufacturing,Startup,450250406.13879484,UK,contact132@company132.com,+1-506-168-1302,https://company132.com,Website,0.3873888297010817,6947.985137950274,2021-08-30
CLIENT_000133,Company 134,Financial Services,Mid-market,-455157544.43082225,USA,contact133@company133.com,+1-510-794-3140,https://company133.com,Cold Outreach,0.7224785188052528,87196.09563099773,2023-11-09
CLIENT_000134,Company 135,Manufacturing,Mid-market,-1285836088.7618594,Germany,contact134@company134.com,+1-268-704-3002,https://company134.com,Conference,0.7777383261066318,105770.1588449073,2023-01-15
CLIENT_000135,Company 136,E-commerce,SMB,-1474232749.7275841,France,contact135@company135.com,+1-682-617-2257,https://company135.com,LinkedIn,0.8838660289984568,8628.722412818028,2022-09-23
CLIENT_000136,Company 137,Manufacturing,Mid-market,633953500.4694753,USA,contact136@company136.com,+1-776-187-5676,https://company136.com,Conference,0.981922577175211,98477.46768861629,2022-01-21
CLIENT_000137,Company 138,Financial Services,SMB,-858788716.1736941,Canada,contact137@company137.com,+1-425-618-3528,https://company137.com,Referral,0.5246953917178238,11674.596675395516,2022-07-09
CLIENT_000138,Company 139,Education,Enterprise,47345255017.2734,UK,contact138@company138.com,+1-724-866-9645,https://company138.com,Website,0.9444070823676897,99274.74810724298,2022-04-13
CLIENT_000139,Company 140,E-commerce,Startup,-1097728901.0296547,Canada,contact139@company139.com,+1-442-313-2701,https://company139.com,Partner,0.5054341520287184,1146.410257521186,2024-01-21
CLIENT_000140,Company 141,E-commerce,SMB,1718374197.2222764,Australia,contact140@company140.com,+1-531-347-4479,https://company140.com,Website,0.9218113840378768,7754.710876157224,2022-12-14
CLIENT_000141,Company 142,Healthcare,Mid-market,314186787.7869609,Australia,contact141@company141.com,+1-553-806-5245,https://company141.com,Partner,0.5454630331576307,104673.3813151183,2023-08-19
CLIENT_000142,Company 143,E-commerce,Mid-market,-83324872.47248626,UK,contact142@company142.com,+1-824-722-3043,https://company142.com,LinkedIn,0.09763670126106098,66793.07301846426,2021-08-22
CLIENT_000143,Company 144,Healthcare,Mid-market,3412059919.1648035,USA,contact143@company143.com,+1-311-668-3960,https://company143.com,Website,0.35602101218303284,31371.853318009988,2023-06-09
CLIENT_000144,Company 145,Financial Services,Mid-market,-373113400.19362295,Germany,contact144@company144.com,+1-942-910-6769,https://company144.com,Conference,0.6674401948477774,51326.53294813217,2025-03-18
CLIENT_000145,Company 146,Financial Services,SMB,-1191900667.6456268,Canada,contact145@company145.com,+1-399-247-3981,https://company145.com,Conference,0.8498906277428216,5445.0913577349575,2024-09-23
CLIENT_000146,Company 147,Manufacturing,Startup,-14401558.88910663,Australia,contact146@company146.com,+1-524-122-4548,https://company146.com,Partner,0.1342072080074547,695.9845801113534,2022-06-21
CLIENT_000147,Company 148,Technology,Enterprise,27294665651.597504,USA,contact147@company147.com,+1-312-551-5946,https://company147.com,Website,0.9326574713183874,94479.60604978654,2023-02-20
CLIENT_000148,Company 149,E-commerce,Mid-market,2128272567.9757056,Australia,contact148@company148.com,+1-593-503-7673,https://company148.com,Website,0.3148911613371324,103364.2686318363,2022-12-19
CLIENT_000149,Company 150,E-commerce,Startup,-790259975.9417167,Canada,contact149@company149.com,+1-792-344-9366,https://company149.com,Conference,0.17072355836738778,3481.745373575744,2023-07-28
CLIENT_000150,Company 151,Healthcare,SMB,1806063423.4834185,UK,contact150@company150.com,+1-476-962-9213,https://company150.com,Website,0.8397786852740724,10628.862034459013,2022-12-30
